REGISTRO_OPERADORA;CICLO;TP_AGRUPAMENTO;PCT_UNICO;PCT_AMBULATORIAL;PCT_INT_SEM_OBSTET;PCT_INT_COM_OBSTET;QT_CONTRATOS;QT_BENEF;RAZAO_SOCIAL
418676;2015;"Único";20,00;;;;173;256;"CB SAÚDE ADMINISTRAÇÃO EM SAUDE SUPLEMENTAR LTDA"
418731;2015;"Único";17,71;;;;14;98;"ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO"
418749;2015;"Único";6,47;;;;19;107;"CEDPLAN SAÚDE LTDA EPP"
418803;2015;"Único";9,65;;;;48;253;"ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA"
418854;2015;"Único";41,23;;;;250;2372;"ASSOCIAÇÃO METROPOLITANA DE ASSISTÊNCIA À SAÚDE"
418919;2015;"Único";3,67;;;;239;1465;"ASSOCIAÇÃO SAÚDE SÃO JOSÉ"
419044;2015;"Único";29,28;;;;401;4130;"FUNDAÇÃO IRMÃO DIAMANTINO"
419141;2015;"Único";9,65;;;;193;1472;"ASSOCIAÇÃO SÃO FRANCISCO VIDA"
419150;2015;"Único";12,96;;;;414;2031;"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA"
419249;2015;"Único";19,97;;;;1042;6118;"ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS"
000027;2016;"Único";13,55;;;;969;5353;"SALUTAR SAÚDE SEGURADORA S.A."
000477;2016;"Único";17,75;;;;894;6038;"SUL AMÉRICA SEGURADORA DE SAÚDE S.A."
000515;2016;"Único";17,31;;;;1698;22005;"ALLIANZ SAÚDE S/A"
000582;2016;"Único";17,47;;;;1692;52449;"PORTO SEGURO - SEGURO SAÚDE S/A"
000701;2016;"Único";13,96;;;;2822;23626;"UNIMED SEGUROS SAÚDE S/A"
005711;2016;"Único";21,12;;;;153366;854842;"BRADESCO SAÚDE S.A."
006246;2016;"Único";19,97;;;;151672;437592;"SUL AMERICA COMPANHIA DE SEGURO SAÚDE"
300012;2016;"Único";15,00;;;;165;1599;"CEMIL CENTRO MEDICO DE ITU LTDA."
300136;2016;"Único";13,25;;;;460;40988;"UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
300713;2016;"Único";10,83;;;;137;1161;"UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO"
300870;2016;"Único";0,00;;;;1;3;"UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS"
301060;2016;"Único";12,45;;;;124;934;"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA."
301124;2016;"Único";36,56;;;;69;444;"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO"
301574;2016;"Único";15,18;;;;952;6054;"UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO"
301728;2016;"Único";19,56;;;;1108;7614;"PRONTOMED PLANOS DE SAÚDE LTDA"
302091;2016;"Único";16,53;;;;3443;17879;"SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA"
302228;2016;"Único";13,13;;;;46;401;"UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO"
302490;2016;"Único";10,54;;;;496;5336;"PRONTOMED NOVO HAMBURGO LTDA."
302953;2016;"Único";11,57;;;;853;6029;"UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE"
303178;2016;"Único";13,55;;;;182;1127;"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA"
303267;2016;"Único";18,33;;;;2779;13233;"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO"
303356;2016;"Único";10,95;;;;1659;13385;"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA"
303623;2016;"Único";13,07;;;;1266;2985;"CENTRO TRASMONTANO DE SAO PAULO"
303739;2016;"Único";13,55;;;;453;1988;"SERMED-SAÚDE LTDA."
303844;2016;"Único";10,08;;;;34;363;"UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO"
303976;2016;"Único";10,50;;;;499;5178;"UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO"
304051;2016;"Único";10,54;;;;584;714;"UNIMED MONTES CLAROS COOPERATIVA DE TRABALHO MÉDICO LTDA."
304123;2016;"Único";11,89;;;;186;1103;"UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO"
304158;2016;"Único";12,80;;;;19;236;"UNIMED BOA VISTA COOPERATIVA DE TRABALHO MÉDICO"
304212;2016;"Único";12,09;;;;66;997;"ON MED ASSISTÊNCIA MÉDICA LTDA"
304344;2016;"Único";10,96;;;;367;2316;"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA."
304395;2016;"Único";15,79;;;;411;1540;"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA."
304468;2016;"Único";10,08;;;;445;3335;"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO"
304531;2016;"Único";13,57;;;;105;1100;"AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA"
304701;2016;"Único";13,55;;;;3627;32321;"UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS"
304883;2016;"Único";18,88;;;;426;2550;"UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO"
305227;2016;"Único";10,67;;;;9;65;"UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO"
305472;2016;"Único";18,00;;;;311;2581;"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA"
305626;2016;"Único";12,08;;;;53;391;"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A"
305928;2016;"Único";13,55;;;;32;382;"NOSAMED ASSISTÊNCIA MÉDICA LTDA."
305995;2016;"Único";10,93;;;;524;3840;"GOOD LIFE SAUDE LTDA"
306100;2016;"Único";13,55;;;;65;229;"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO"
306126;2016;"Único";17,00;;;;211;2087;"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO"
306398;2016;"Subagrupado";;11,49;11,49;11,49;1232;10969;"UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA."
306444;2016;"Único";15,25;;;;524;2922;"PLASAC PLANO DE SAÚDE LTDA"
306649;2016;"Único";11,47;;;;743;5559;"SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A."
306762;2016;"Único";14,66;;;;1155;7010;"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO"
306886;2016;"Único";10,96;;;;1979;10246;"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA"
306959;2016;"Único";17,71;;;;71;347;"UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
308005;2016;"Único";13,55;;;;16;211;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA"
308811;2016;"Único";18,75;;;;9;111;"UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI"
309087;2016;"Único";11,57;;;;289;1596;"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA"
309192;2016;"Único";15,05;;;;2450;10188;"SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A."
309222;2016;"Único";13,55;;;;2420;11432;"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA"
309338;2016;"Único";13,89;;;;510;3110;"HOSPITAL REGIONAL DE FRANCA S/A"
309401;2016;"Único";15,07;;;;43;382;"HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA."
309524;2016;"Único";16,29;;;;213;897;"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO"
309907;2016;"Único";20,11;;;;111;1099;"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO"
310131;2016;"Único";29,60;;;;37;352;"UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO"
310239;2016;"Único";6,40;;;;71;480;"PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA"
310247;2016;"Único";14,86;;;;2885;16115;"CIRCULO OPERARIO CAXIENSE"
311146;2016;"Único";10,54;;;;118;627;"UNIMED COSTA VERDE RJ"
311294;2016;"Único";13,55;;;;298;1829;"UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO"
311359;2016;"Único";20,00;;;;864;3264;"FUNDAÇÃO DE SAÚDE ITAIGUAPY"
311375;2016;"Único";13,35;;;;290;2333;"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
311405;2016;"Único";11,68;;;;769;3676;"SMS - ASSISTÊNCIA MÉDICA LTDA"
311472;2016;"Único";13,55;;;;27;131;"CEAM BRASIL - PLANOS DE SAÚDE LTDA"
311499;2016;"Único";9,53;;;;4;33;"FUNDAÇÃO BENEFICENTE RIO DOCE"
311618;2016;"Único";11,56;;;;146;916;"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
311715;2016;"Único";13,79;;;;2005;10061;"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA."
311847;2016;"Único";13,55;;;;187;1073;"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO"
311944;2016;"Único";13,55;;;;5;32;"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO"
311961;2016;"Único";12,09;;;;151;1375;"UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA"
312282;2016;"Único";11,59;;;;155;771;"INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA"
312347;2016;"Único";13,13;;;;391;3095;"UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO."
312363;2016;"Único";10,54;;;;1;5;"UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS"
312592;2016;"Único";10,54;;;;221;1041;"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO"
312649;2016;"Único";42,72;;;;18;189;"UNIMED AGRESTE MERIDIONAL - COOPERATIVA DE TRABALHO MEDICO LTDA"
312720;2016;"Único";13,55;;;;76;594;"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS"
312851;2016;"Único";13,68;;;;862;8289;"UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO"
313084;2016;"Único";13,55;;;;170;1213;"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA"
313211;2016;"Único";11,56;;;;268;1984;"UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
313475;2016;"Único";15,13;;;;20;244;"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO"
313955;2016;"Único";13,55;;;;233;782;"UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA"
314099;2016;"Único";12,80;;;;739;3998;"UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO"
314102;2016;"Único";9,65;;;;11;133;"IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI"
314170;2016;"Único";13,55;;;;61;480;"COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE"
314218;2016;"Único";14,75;;;;5612;35671;"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO"
314242;2016;"Único";13,55;;;;102;795;"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO"
314587;2016;"Único";10,54;;;;177;1036;"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO"
314609;2016;"Único";19,79;;;;1032;5483;"UNIÃO SAÚDE LTDA."
314706;2016;"Único";13,55;;;;114;979;"HOSPITAL CESAR LEITE"
314781;2016;"Único";13,55;;;;41;278;"UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO"
315265;2016;"Único";15,70;;;;352;3299;"PARANA ASSISTENCIA MEDICA LTDA"
315494;2016;"Único";11,25;;;;123;698;"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA"
315630;2016;"Único";16,08;;;;43;317;"SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL"
315648;2016;"Único";12,08;;;;94;540;"UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA"
315729;2016;"Único";10,54;;;;450;4422;"UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS"
315796;2016;"Único";10,83;;;;385;4343;"UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO"
316148;2016;"Único";11,36;;;;168;2272;"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS"
316458;2016;"Único";50,70;;;;6;59;"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO"
316881;2016;"Único";11,57;;;;263;1511;"UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO"
317012;2016;"Único";10,95;;;;325;1989;"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA"
317144;2016;"Único";14,10;;;;2665;14801;"UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA."
317896;2016;"Único";10,54;;;;240;1139;"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA"
318035;2016;"Único";13,55;;;;241;1449;"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO"
318213;2016;"Único";10,95;;;;129;1063;"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO"
318299;2016;"Único";13,55;;;;1192;6931;"BENEFICENCIA CAMILIANA DO SUL"
318388;2016;"Único";15,65;;;;44;661;"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO"
318477;2016;"Único";38,06;;;;118;495;"OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA."
318566;2016;"Único";12,09;;;;64;640;"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO"
319121;2016;"Único";12,48;;;;2942;51368;"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA"
319180;2016;"Único";24,09;;;;27;137;"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA LTDA"
319384;2016;"Único";11,56;;;;322;2505;"UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
319422;2016;"Único";13,55;;;;265;1951;"IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA"
319708;2016;"Único";14,64;;;;908;4784;"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA"
319872;2016;"Único";0,00;;;;1;5;"CAMIM OPERADORA DE PLANO DE SAÚDE LTDA"
319996;2016;"Único";10,54;;;;240;1139;"UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS"
320111;2016;"Único";19,35;;;;420;6904;"SAÚDE SIM LTDA"
320251;2016;"Único";13,50;;;;769;5701;"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO"
320510;2016;"Único";14,59;;;;196;1251;"ATÍVIA SERVIÇOS DE SAÚDE S/A"
320706;2016;"Subagrupado";;14,34;;15,00;5711;24198;"UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO"
320862;2016;"Único";11,30;;;;206;1551;"UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO"
320897;2016;"Único";11,42;;;;388;2080;"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO"
321044;2016;"Único";13,15;;;;241;1795;"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO"
321087;2016;"Único";22,13;;;;48;317;"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA."
321273;2016;"Único";10,95;;;;805;5202;"UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO"
321320;2016;"Único";13,55;;;;115;947;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI"
321338;2016;"Único";19,27;;;;52;401;"AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A."
321931;2016;"Único";13,55;;;;4;29;"CONFERÊNCIA SÃO JOSÉ DO AVAÍ"
321958;2016;"Único";13,55;;;;1819;8537;"UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA."
322261;2016;"Único";17,51;;;;322;3303;"UNIMED DE FEIRA DE SANTANA COOPERATIVA DE TRABALHO MÉDICO"
322326;2016;"Único";12,09;;;;267;1552;"ASSOCIAÇÃO BENEFICENTE CATÓLICA"
322547;2016;"Único";10,54;;;;102;872;"UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO"
322571;2016;"Único";12,01;;;;288;1576;"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO"
322920;2016;"Único";13,55;;;;19;223;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS"
323004;2016;"Único";17,48;;;;13;73;"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO"
323055;2016;"Único";13,50;;;;89;695;"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
323268;2016;"Único";17,24;;;;1055;5616;"UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO"
323357;2016;"Único";30,47;;;;6;52;"UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA."
323811;2016;"Único";20,57;;;;1307;6156;"ASSISTENCIA MEDICO HOSPITALAR SAO LUCAS S/A"
323926;2016;"Único";12,09;;;;92;796;"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO"
323942;2016;"Único";13,55;;;;59;520;"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO"
323977;2016;"Único";13,55;;;;168;1969;"IRMANDADE DO SENHOR BOM JESUS DOS PASSOS DA STA CASA DE MISERICORDIA DE BRAGANÇA PAULISTA"
323993;2016;"Único";13,57;;;;188;1052;"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO"
324159;2016;"Único";16,95;;;;197;1606;"UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO"
324175;2016;"Único";12,08;;;;443;1968;"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO"
324213;2016;"Único";19,56;;;;1194;9103;"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO"
324299;2016;"Único";16,18;;;;239;2149;"PLAMER PLANO MEDICO RESENDE LTDA"
324345;2016;"Único";14,20;;;;477;3090;"UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO"
324566;2016;"Único";10,62;;;;301;1642;"UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO"
325031;2016;"Único";9,97;;;;117;942;"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO"
325074;2016;"Único";19,73;;;;9089;44300;"GREEN LINE SISTEMA DE SAÚDE S.A"
325236;2016;"Único";23,03;;;;62;515;"ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA"
325465;2016;"Único";25,00;;;;4;8;"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA"
325571;2016;"Único";15,33;;;;5072;27400;"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA."
326089;2016;"Único";41,34;;;;34;295;"UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO"
326305;2016;"Único";19,49;;;;128115;477451;"AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A."
326356;2016;"Único";15,00;;;;700;4610;"SERVMED SAÚDE LTDA"
326500;2016;"Único";14,27;;;;304;3398;"SOBAM CENTRO MÉDICO HOSPITALAR S.A."
326755;2016;"Único";14,17;;;;219;1881;"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA"
326861;2016;"Único";17,08;;;;107;1302;"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A."
327352;2016;"Único";13,55;;;;671;2062;"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO"
327417;2016;"Único";11,28;;;;390;3385;"AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA"
327468;2016;"Único";10,61;;;;92;565;"UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO"
327638;2016;"Único";12,70;;;;49;572;"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA."
327689;2016;"Único";9,97;;;;351;2042;"UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO"
328031;2016;"Único";10,54;;;;29;97;"UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO"
328073;2016;"Único";11,89;;;;171;1316;"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO"
328294;2016;"Único";13,42;;;;19;74;"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS"
328308;2016;"Único";10,83;;;;17;157;"UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO"
328375;2016;"Único";15,71;;;;44;387;"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
328537;2016;"Único";18,32;;;;1179;6561;"MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA."
328596;2016;"Único";11,56;;;;109;1112;"UNIMED URUGUAIANA/RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
329339;2016;"Único";18,35;;;;1946;13180;"UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA"
329355;2016;"Único";13,55;;;;16;168;"IRMANDADE DE MISERICORDIA DE PORTO FERREIRA"
329886;2016;"Único";10,86;;;;83;861;"UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO"
330108;2016;"Único";13,55;;;;573;2828;"UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA."
330116;2016;"Único";13,55;;;;91;685;"SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA"
330264;2016;"Único";20,04;;;;380;1618;"UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT."
330566;2016;"Único";10,16;;;;80;808;"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO"
330892;2016;"Único";11,73;;;;98;769;"ASSOCIAÇÃO SAÚDE CONCEIÇÃO"
331341;2016;"Único";16,81;;;;103;869;"UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO"
331651;2016;"Único";14,18;;;;474;2356;"UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA."
331872;2016;"Único";12,08;;;;1382;8763;"UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO"
333051;2016;"Único";16,38;;;;3008;12997;"UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO"
333221;2016;"Único";13,55;;;;177;1549;"AMHPLA COOPERATIVA DE ASSISTENCIA MEDICA"
333328;2016;"Único";10,50;;;;118;312;"ASSOCIAÇÃO PRÓ-SAÚDE"
333662;2016;"Único";17,60;;;;170;1602;"UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA"
333808;2016;"Único";13,55;;;;109;598;"IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO"
333867;2016;"Único";10,96;;;;268;2017;"ASSOCIAÇAO UNISAUDE MARAU"
333875;2016;"Único";13,55;;;;129;527;"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS"
334154;2016;"Único";26,41;;;;79;472;"UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO"
334561;2016;"Único";18,17;;;;2154;17243;"UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO"
334847;2016;"Único";12,80;;;;149;1276;"UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA."
335100;2016;"Único";8,85;;;;876;8275;"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO"
335215;2016;"Único";13,57;;;;364;2144;"UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA"
335479;2016;"Único";15,00;;;;584;3116;"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA."
335517;2016;"Único";11,56;;;;630;2832;"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO"
335541;2016;"Único";15,91;;;;682;5093;"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA."
335592;2016;"Único";14,52;;;;1414;7920;"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO"
335690;2016;"Único";15,85;;;;8209;53170;"UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO"
335851;2016;"Único";13,55;;;;39;2010;"IMPERATRIZ SAÚDE LTDA."
336106;2016;"Único";13,38;;;;181;1486;"UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO"
336467;2016;"Único";17,10;;;;8;127;"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO"
336831;2016;"Único";15,68;;;;325;3217;"IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ"
336858;2016;"Único";15,99;;;;77;837;"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO"
337188;2016;"Único";13,26;;;;596;5821;"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE"
337374;2016;"Único";13,55;;;;32;441;"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA"
337498;2016;"Único";14,75;;;;750;3403;"UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO"
337510;2016;"Único";13,55;;;;534;5072;"MEDPLAN ASSISTÊNCIA MEDICA LTDA."
337561;2016;"Único";18,08;;;;210;1119;"UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA"
337668;2016;"Único";13,55;;;;439;2743;"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO"
337871;2016;"Único";13,55;;;;31;305;"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA"
